"Sentence Text";Coded;Coder1;Coder2;Coder3;"Word Count";"Average Word Length";CC;CD;DT;EX;FW;IN;JJ;JJR;JJS;LS;MD;NN;NNS;NNP;NNPS;PDT;POS;PRP;PRP$;RB;RBR;RBS;RP;SYM;TO;UH;VB;VBD;VBG;VBN;VBP;VBZ;WDT;WP;WP$;WRB;"COCA1990 2012";"COCA2016 17";MTurk;PersonalBlogs;PoliticalBlogs;Refined;PDA500;TDA1710;"ALLPORT Metaphorical Doubtful";"ALLPORT Personal Traits";"ALLPORT Social Evaluations";"ALLPORT Temporary States";"COCA1990 2012 Count";"COCA2016 17 Count";"MTurk Count";"PersonalBlogs Count";"PoliticalBlogs Count";"Refined Count";"PDA500 Count";"TDA1710 Count";"ALLPORT Metaphorical Doubtful Count";"ALLPORT Personal Traits Count";"ALLPORT Social Evaluations Count";"ALLPORT Temporary States Count";"w2v cosine";"w2v euclid";"glove cosine";"glove euclid";O+;O-;C+;C-;E+;E-;A+;A-;N+;N-;SE+;SE-;ST+;ST-;CO+;CO-;OC+;OC-;ANNAM;ANNES;BETTY;BIDDY;CARTW;COLBR;DRDAV;EDWAR;ELINO;ELIBR;ELIWI;HARRY;WILLO;JHYMD;LADYE;LADYM;LDCOU;LDMOR;LUCYS;MARGA;MARIA;MARTH;MSCAR;MSGOD;MSMOR;MSSOP;MSSPA;MSWAL;MRDON;MRHAR;MRHEN;MRJEN;MRJOD;MRPRA;MRRIC;MRSIM;MRPAL;MRELL;MRROS;MSPAL;MSDSH;MSDEN;FANNY;MSFER;MSJEN;MSRIC;MSSMI;MSTAY;MSBUR;MSCLA;MSELL;GIBSO;RICST;ROBFE;SALLY;SRELL;SRMID;SRFER;OLDGD;WESTS;WHITS;THOMS;WMMID;PEOPL
"Had he married a more amiable woman, he might have been made still more respectable than he was:--he might even have been made amiable himself; for he was very young when he married, and very fond of his wife.";7;MRJOD:X:ST-;FANNY:A-:X;FANNY:O-:X ;41;4.1;1;0;2;0;0;4;3;1;0;0;2;2;0;0;0;0;0;6;1;4;1;0;0;0;0;0;3;4;0;5;0;0;0;0;0;1;"BE 1(wife), PO 2(might, might), TR 2(married, married)";"BE 1(wife), TR 2(married, married)";"BE 1(wife), TR 2(married, married)";"PO 2(might, might), TR 2(married, married)";"BE 1(wife), PO 2(might, might), TR 2(married, married)";"BE 1(wife), PO 2(might, might), TR 2(married, married)";"amiable";"young, respectable";"young, fond";"still";"amiable, respectable";;5;3;3;4;5;5;1;2;2;1;2;0;0.86;0.52;0.34;1.10;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"HC1 (7) [ C+ 3, ST+ 1, A- 2, ST- 1 ]";;;;;;;;;;"HC2 (1) [ A- 1 ], HC3 (1) [ O- 1 ]";;;;;;;;;;;;;;;;;;;;;
But Mrs. John Dashwood was a strong caricature of himself;--more narrow-minded and selfish.;7;"FANNY:A-:X, FANNY:O-:X, MRJOD:A-:X, MRJOD:O-:X";FANNY:A-:X;FANNY:A-:SE+;13;6.0;2;0;1;0;0;1;3;0;0;0;0;2;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;"PO 2(strong, selfish)";"PO 1(selfish)";"PO 1(selfish)";"PO 2(strong, selfish)";"PO 1(strong)";"PO 2(strong, selfish)";"selfish, narrow-minded";"strong, selfish, narrow-minded";;"strong, selfish";"caricature, narrow-minded";;2;1;1;2;1;2;2;3;0;2;2;0;0.91;0.41;0.27;1.20;0;2;0;0;0;0;0;4;0;0;1;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"HC1 (9) [ C+ 3, ST+ 1, A- 3, ST- 1, O- 1 ]";;;;;;;;;;"HC1 (2) [ A- 1, O- 1 ], HC2 (2) [ A- 2 ], HC3 (3) [ SE+ 1, A- 1, O- 1 ]";;;;;;;;;;;;;;;;;;;;;
"When he gave his promise to his father, he meditated within himself to increase the fortunes of his sisters by the present of a thousand pounds a-piece.";7;MRJOD:C+:ST+;MRJOD:C:ST;MRJOD:X:ST+;27;4.6;0;1;3;0;0;4;0;0;0;0;0;3;3;0;0;0;0;3;3;1;0;0;0;0;2;0;1;2;0;0;0;0;0;0;0;1;"BE 1(father)";"BE 1(father)";;;"BE 1(father)";"BE 1(father)";;;"present";;;;1;1;0;0;1;1;0;0;1;0;0;0;0.84;0.56;0.30;1.16;0;0;2;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"HC1 (11) [ C+ 4, ST+ 2, A- 3, ST- 1, O- 1 ], HC2 (9) [ C+ 3, SE+ 1, A+ 1, ST+ 2, A- 2 ], HC3 (4) [ ST+ 2, O- 1, CO+ 1 ]";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
He then really thought himself equal to it.;5;MRJOD:X:ST+;;MRJOD:X:SE+;8;4.4;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;0;2;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;"SD 1(thought)";"SD 1(thought)";;"SD 1(thought)";"SD 1(thought)";"SD 1(thought)";;;"equal";;"it";;1;1;0;1;1;1;0;0;1;0;1;0;0.90;0.44;0.49;0.99;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"HC1 (12) [ C+ 4, ST+ 3, A- 3, ST- 1, O- 1 ], HC3 (5) [ SE+ 1, ST+ 2, O- 1, CO+ 1 ]";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"The prospect of four thousand a-year, in addition to his present income, besides the remaining half of his own mother's fortune, warmed his heart, and made him feel capable of generosity.--";7;MRJOD:A+:ST+;MRJOD:X:SE;MRJOD:C+:X;31;5.0;1;2;2;0;0;5;3;0;0;0;0;9;0;0;0;0;0;1;3;0;0;0;0;0;1;0;1;2;1;0;0;0;0;0;0;0;"AC 1(capable), BE 1(mother), PO 2(income, fortune)";"AC 1(capable), BE 1(mother), PO 2(income, fortune)";"BE 1(mother)";"AC 1(capable), PO 2(income, fortune)";"AC 1(capable), BE 1(mother), PO 2(income, fortune)";"AC 1(capable), BE 1(mother), PO 2(income, fortune)";"capable";"capable";"present";;"capable";;4;4;1;3;4;4;1;1;1;0;1;0;0.83;0.57;0.32;1.13;0;0;1;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"HC1 (14) [ C+ 4, A+ 1, ST+ 4, A- 3, ST- 1, O- 1 ], HC2 (10) [ C+ 3, SE+ 2, A+ 1, ST+ 2, A- 2 ], HC3 (6) [ SE+ 1, C+ 1, ST+ 2, O- 1, CO+ 1 ]";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"""Yes, he would give them three thousand pounds: it would be liberal and handsome!";3;;MRJOD:A-:X;MRJOD:C+:X;16;4.2;1;2;0;0;0;0;2;0;0;0;2;0;1;0;0;0;0;3;0;1;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;"UN 1(liberal)";;;"UN 1(liberal)";"UN 1(liberal)";"UN 1(liberal)";;"handsome, liberal";"handsome";;"it, liberal";;1;0;0;1;1;1;0;2;1;0;2;0;0.78;0.66;0.36;1.10;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"HC2 (11) [ C+ 3, SE+ 2, A+ 1, ST+ 2, A- 3 ], HC3 (7) [ SE+ 1, C+ 2, ST+ 2, O- 1, CO+ 1 ]";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
It would be enough to make them completely easy.;6;MRJOD:X:ST+;MRJOD:A-:X;;9;4.3;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;2;0;2;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;;;;;;;;;"make";;;;0;0;0;0;0;0;0;0;1;0;0;0;0.85;0.55;0.46;1.01;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"HC1 (15) [ C+ 4, A+ 1, ST+ 5, A- 3, ST- 1, O- 1 ], HC2 (12) [ C+ 3, SE+ 2, A+ 1, ST+ 2, A- 4 ]";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Three thousand pounds! he could spare so considerable a sum with little inconvenience.""--";6;MRJOD:X:ST-;MRJOD:A-:X;;14;5.5;0;2;1;0;0;1;2;0;0;0;1;2;1;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;;;;"little";"spare, little";;"considerable";;0;0;0;0;0;0;0;1;2;0;1;0;0.81;0.60;0.33;1.14;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"HC1 (16) [ C+ 4, A+ 1, ST+ 5, A- 3, ST- 2, O- 1 ], HC2 (13) [ C+ 3, SE+ 2, A+ 1, ST+ 2, A- 5 ]";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"He thought of it all day long, and for many days successively, and he did not repent.";7;MRJOD:C+:X;MRJOD:A-:X;MRJOD:C+:X;17;3.9;2;0;1;0;0;2;1;0;0;0;0;1;1;0;0;0;0;3;0;3;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;"SD 1(thought)";"SD 1(thought)";;"SD 1(thought)";"SD 1(thought)";"SD 1(thought)";;;;;"it";;1;1;0;1;1;1;0;0;0;0;1;0;0.85;0.55;0.40;1.06;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"HC1 (17) [ C+ 5, A+ 1, ST+ 5, A- 3, ST- 2, O- 1 ], HC2 (14) [ C+ 3, SE+ 2, A+ 1, ST+ 2, A- 6 ], HC3 (8) [ SE+ 1, C+ 3, ST+ 2, O- 1, CO+ 1 ]";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"No sooner was his father's funeral over, than Mrs. John Dashwood, without sending any notice of her intention to her mother-in-law, arrived with her child and their attendants.";7;MRJOD:A-:X;FANNY:C-:SE;FANNY:X:SE+;28;5.1;1;0;1;0;0;5;0;0;0;0;0;6;1;3;0;0;0;0;5;0;1;0;0;0;1;1;0;2;1;0;0;0;0;0;0;0;"BE 1(father), SD 1(intention)";"BE 1(father), SD 1(intention)";;"SD 1(intention)";"BE 1(father)";"BE 1(father), SD 1(intention)";;;;;"sooner, child";;2;2;0;1;1;2;0;0;0;0;2;0;0.84;0.56;0.27;1.18;0;0;0;1;0;0;0;1;0;0;2;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"HC1 (18) [ C+ 5, A+ 1, ST+ 5, A- 4, ST- 2, O- 1 ]";;;;;;;;;;"HC2 (4) [ SE+ 1, C- 1, A- 2 ], HC3 (4) [ SE+ 2, A- 1, O- 1 ]";;;;;;;;;;;;;;;;;;;;;
"No one could dispute her right to come; the house was her husband's from the moment of his father's decease; but the indelicacy of her conduct was so much the greater, and to a woman in Mrs. Dashwood's situation, with only common feelings, must have been highly unpleasing;--but in HER mind there was a sense of honor so keen, a generosity so romantic, that any offence of the kind, by whomsoever given or received, was to her a source of immovable disgust.";7;"MSDSH:A+:ST+, FANNY:A-:X";"FANNY:A-:SE, MSDSH:X:CO";MSDSH:N-:X;84;4.3;3;0;11;1;0;12;5;1;0;0;2;19;1;3;0;0;0;1;4;5;0;0;0;0;3;0;3;4;0;3;0;0;1;0;0;0;"BE 3(husband, father, generosity), CO 1(must), SD 2(dispute, mind)";"BE 2(husband, father), CO 1(must), SD 1(mind)";"BE 1(husband), SD 1(mind)";"BE 1(generosity), CO 1(must), SD 2(dispute, mind)";"BE 1(father), CO 1(must), SD 1(mind)";"BE 3(husband, father, generosity), CO 1(must), SD 2(dispute, mind)";"immovable, kind";"romantic, kind";"must";"keen, romantic, kind";"common, right";;6;4;2;4;3;6;2;2;1;3;2;0;0.86;0.51;0.32;1.14;0;0;0;0;0;0;1;2;0;1;1;0;1;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"HC1 (5) [ A+ 3, ST+ 2 ], HC2 (2) [ A+ 1, CO+ 1 ], HC3 (3) [ A+ 1, ST+ 1, N- 1 ]";;"HC1 (3) [ A- 2, O- 1 ], HC2 (6) [ SE+ 2, C- 1, A- 3 ]";;;;;;;;;;;;;;;;;;;;;
"Mrs. John Dashwood had never been a favourite with any of her husband's family; but she had had no opportunity, till the present, of shewing them with how little attention to the comfort of other people she could act when occasion required it.";7;FANNY:A-:SE+;FANNY:A-:X;FANNY:E-:X;44;4.4;1;0;5;0;0;6;4;0;0;0;1;6;1;3;0;0;0;4;1;1;0;0;0;0;1;0;1;3;1;2;0;0;0;0;0;2;"BE 2(husband, family), CO 1(required), HE 1(comfort), SE 1(attention), SD 1(act), ST 1(opportunity)";"BE 2(husband, family), CO 1(required), HE 1(comfort), SE 1(attention), SD 1(act), ST 1(opportunity)";"BE 2(husband, family), SD 1(act), ST 1(opportunity)";"BE 1(family), CO 1(required), HE 1(comfort), SE 1(attention), SD 1(act), ST 1(opportunity)";"BE 1(family), CO 1(required), SD 1(act), ST 1(opportunity)";"BE 2(husband, family), CO 1(required), HE 1(comfort), SE 1(attention), SD 1(act), ST 1(opportunity)";;"little";"present, little";;"it";;7;7;4;6;4;7;0;1;2;0;1;0;0.84;0.55;0.37;1.08;0;0;0;0;0;1;0;2;0;0;1;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"HC1 (5) [ SE+ 1, A- 3, O- 1 ], HC2 (7) [ SE+ 2, C- 1, A- 4 ], HC3 (5) [ SE+ 2, E- 1, A- 1, O- 1 ]";;;;;;;;;;;;;;;;;;;;;
So acutely did Mrs.;0;;;;4;4.0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.14;1.31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Dashwood feel this ungracious behaviour, and so earnestly did she despise her daughter-in-law for it, that, on the arrival of the latter, she would have quitted the house for ever, had not the entreaty of her eldest girl induced her first to reflect on the propriety of going, and her own tender love for all her three children determined her afterwards to stay, and for their sakes avoid a breach with their brother.";7;"ELINO:X:CO+, MSDSH:X:ST+";"MSDSH:N+:CO, ELINO:A+:ST,  ELINO:C+:ST";MSDSH:N-:CO+;73;4.6;3;1;8;0;0;11;3;0;1;0;1;12;2;1;0;0;0;4;7;5;0;0;0;0;2;0;6;4;1;1;0;0;0;0;0;0;"BE 1(love), CO 2(propriety, avoid), SD 1(determined)";"BE 1(love), CO 1(avoid)";"BE 1(love), CO 1(avoid), SD 1(determined)";"BE 1(love), CO 1(avoid)";"BE 1(love), CO 1(avoid)";"BE 1(love), CO 1(avoid), SD 1(determined)";"tender, determined, ungracious";"determined";;"tender, ungracious";"it, first";;4;2;3;2;2;3;3;1;0;2;2;0;0.85;0.55;0.35;1.11;0;0;1;0;0;0;1;0;1;1;0;0;3;0;3;0;0;0;;;;;;;;;"HC1 (2) [ A+ 1, CO+ 1 ], HC2 (4) [ C+ 1, A+ 1, ST+ 2 ]";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"HC1 (6) [ A+ 3, ST+ 3 ], HC2 (4) [ A+ 1, N+ 1, CO+ 2 ], HC3 (5) [ A+ 1, ST+ 1, CO+ 1, N- 2 ]";;;;;;;;;;;;;;;;;;;;;;;
"Elinor, this eldest daughter, whose advice was so effectual, possessed a strength of understanding, and coolness of judgment, which qualified her, though only nineteen, to be the counsellor of her mother, and enabled her frequently to counteract, to the advantage of them all, that eagerness of mind in Mrs. Dashwood which must generally have led to imprudence.";7;"ELINO:A+:X, ELINO:C+:X, MSDSH:C-:X";"ELINO:C+:ST, MSDSH:N+:X";ELINO:C+:X;57;5.2;2;1;6;0;0;6;2;0;0;0;1;12;0;3;0;0;0;3;1;5;0;0;0;0;4;0;3;4;0;1;0;0;2;0;1;0;"AC 2(qualified, advantage), BE 3(daughter, advice, mother), CO 1(must), PO 1(strength), SD 1(mind), ST 1(eagerness), UN 1(understanding)";"AC 2(qualified, advantage), BE 3(daughter, advice, mother), CO 1(must), PO 1(strength), SD 1(mind), UN 1(understanding)";"AC 1(advantage), BE 1(mother), PO 1(strength), SD 1(mind), UN 1(understanding)";"AC 2(qualified, advantage), BE 1(advice), CO 1(must), PO 1(strength), SD 2(coolness, mind), ST 1(eagerness), UN 1(understanding)";"AC 2(qualified, advantage), BE 1(mother), CO 1(must), PO 1(strength), SD 1(mind), UN 1(understanding)";"AC 2(qualified, advantage), BE 2(advice, mother), CO 1(must), PO 1(strength), SD 1(mind), ST 1(eagerness), UN 1(understanding)";"understanding";"understanding";"must";;"qualified, effectual, led";;10;9;5;9;7;9;1;1;1;0;3;0;0.87;0.50;0.33;1.13;0;0;3;1;0;0;1;0;1;0;0;0;1;0;0;0;0;0;;;;;;;;;"HC1 (4) [ C+ 1, A+ 2, CO+ 1 ], HC2 (6) [ C+ 2, A+ 1, ST+ 3 ], HC3 (1) [ C+ 1 ]";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"HC1 (7) [ A+ 3, C- 1, ST+ 3 ], HC2 (5) [ A+ 1, N+ 2, CO+ 2 ]";;;;;;;;;;;;;;;;;;;;;;;
"She had an excellent heart;--her disposition was affectionate, and her feelings were strong; but she knew how to govern them: it was a knowledge which her mother had yet to learn; and which one of her sisters had resolved never to be taught.";7;"ELINO:A+:X, ELINO:C+:X, MSDSH:C-:X, MARGA:C-:X, MARIA:C-:X";"ELINO:N-:X, ELINO:A+:X, MSDSH:N+:X, MARIA:N+:X";ELINO:A+:X;46;4.3;3;1;2;0;0;1;3;0;0;0;0;4;2;0;0;0;0;4;3;2;0;0;0;0;3;0;3;7;0;2;0;0;2;0;0;1;"BE 1(mother), PO 1(strong), SD 2(knowledge, learn)";"BE 1(mother), SD 2(knowledge, learn)";"BE 1(mother), SD 2(knowledge, learn)";"PO 1(strong), SD 2(knowledge, learn)";"BE 1(mother), PO 1(strong), SD 2(knowledge, learn)";"BE 1(mother), PO 1(strong), SD 2(knowledge, learn)";"affectionate";"strong, excellent, affectionate";;"strong, resolved";"excellent, it";;4;3;3;3;4;4;1;3;0;2;2;0;0.85;0.54;0.42;1.05;0;0;1;3;0;0;3;0;2;1;0;0;0;0;0;0;0;0;;;;;;;;;"HC1 (6) [ C+ 2, A+ 3, CO+ 1 ], HC2 (8) [ C+ 2, A+ 2, ST+ 3, N- 1 ], HC3 (2) [ C+ 1, A+ 1 ]";;;;;;;;;;;"HC1 (2) [ A+ 1, C- 1 ]";"HC1 (2) [ A+ 1, C- 1 ], HC2 (1) [ N+ 1 ]";;;;;;;;;;;;;;;;;;;;"HC1 (8) [ A+ 3, C- 2, ST+ 3 ], HC2 (6) [ A+ 1, N+ 3, CO+ 2 ]";;;;;;;;;;;;;;;;;;;;;;;
"Marianne's abilities were, in many respects, quite equal to Elinor's.";1;;;MARIA:C+:X;10;5.3;0;0;0;0;0;1;2;0;0;0;0;0;2;2;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;"CO 1(respects), SD 1(abilities)";;;"CO 1(respects)";;"CO 1(respects)";;;"equal";;;;2;0;0;1;0;1;0;0;1;0;0;0;0.85;0.52;0.26;1.18;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;"HC3 (1) [ C+ 1 ]";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"She was sensible and clever; but eager in everything: her sorrows, her joys, could have no moderation.";7;"MARIA:N:X, MARIA:O:X";"MARIA:C+:X, MARIA:O:X, MARIA:N+:X";MARIA:N-:X;19;4.4;2;0;1;0;0;1;3;0;0;0;1;2;2;0;0;0;0;2;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;"SD 1(clever)";;;"CO 1(moderation), SD 1(clever)";;"SD 1(clever)";"eager, clever";"eager, clever, sensible";;"sensible";"clever";;1;0;0;2;0;1;2;3;0;1;1;0;0.86;0.52;0.29;1.17;2;0;1;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;"HC1 (4) [ A+ 1, C- 1, O+ 1, N+ 1 ], HC2 (4) [ C+ 1, O+ 1, N+ 2 ], HC3 (2) [ C+ 1, N- 1 ]";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"She was generous, amiable, interesting: she was everything but prudent.";7;"MSDSH:A+:X, MSDSH:E+:X, MSDSH:C-:X";MARIA:A+:X;MARIA:A+:X;11;5.4;1;0;0;0;0;0;4;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;"SE 1(prudent), ST 1(interesting), UN 1(generous)";"SE 1(prudent), ST 1(interesting)";;"SE 1(prudent), ST 1(interesting), UN 1(generous)";;"SE 1(prudent), ST 1(interesting), UN 1(generous)";"amiable, generous, prudent";"interesting, generous";;"prudent";"amiable, interesting";;3;2;0;3;0;3;3;2;0;1;2;0;0.86;0.53;0.39;1.07;0;0;0;1;1;0;3;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;"HC2 (5) [ C+ 1, A+ 1, O+ 1, N+ 2 ], HC3 (3) [ C+ 1, A+ 1, N- 1 ]";;;;;;;;;;;;;;;;;;;;"HC1 (11) [ E+ 1, A+ 4, C- 3, ST+ 3 ]";;;;;;;;;;;;;;;;;;;;;;;
The resemblance between her and her mother was strikingly great.;5;"MARIA:A+:X, MARIA:E+:X, MARIA:C-:X";;MARIA:N-:X;10;5.4;1;0;1;0;0;1;1;0;0;0;0;2;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;"BE 1(mother)";"BE 1(mother)";"BE 1(mother)";;"BE 1(mother)";"BE 1(mother)";;"great";;;"great";;1;1;1;0;1;1;0;1;0;0;1;0;0.88;0.47;0.34;1.11;0;0;0;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;"HC1 (7) [ E+ 1, A+ 2, C- 2, O+ 1, N+ 1 ], HC3 (4) [ C+ 1, A+ 1, N- 2 ]";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Elinor saw, with concern, the excess of her sister's sensibility; but by Mrs. Dashwood it was valued and cherished.";6;"MARIA:N+:X, MSDSH:N+:X";"ELINO:A+:X, MARIA:N+:OC+, MSDSH:X:OC+";;20;4.6;2;0;1;0;0;3;0;0;0;0;0;4;0;3;0;0;0;1;1;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0;"BE 1(concern)";;"BE 1(concern)";"BE 1(concern)";;"BE 1(concern)";;;;;"valued, it";;1;0;1;1;0;1;0;0;0;0;2;0;0.87;0.50;0.35;1.13;0;0;0;0;0;0;1;0;3;0;0;0;0;0;0;0;2;0;;;;;;;;;"HC2 (9) [ C+ 2, A+ 3, ST+ 3, N- 1 ]";;;;;;;;;;;;"HC1 (8) [ E+ 1, A+ 2, C- 2, O+ 1, N+ 2 ], HC2 (7) [ OC+ 1, C+ 1, A+ 1, O+ 1, N+ 3 ]";;;;;;;;;;;;;;;;;;;;"HC1 (12) [ E+ 1, A+ 4, C- 3, ST+ 3, N+ 1 ], HC2 (7) [ OC+ 1, A+ 1, N+ 3, CO+ 2 ]";;;;;;;;;;;;;;;;;;;;;;;
They encouraged each other now in the violence of their affliction.;2;;"MARIA:N+:CO-, MSDSH:N+:CO-";;11;5.1;0;0;2;0;0;2;1;0;0;0;0;2;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;"BE 1(encouraged), SE 1(violence)";"BE 1(encouraged), SE 1(violence)";;"SE 1(violence)";"BE 1(encouraged), SE 1(violence)";"BE 1(encouraged), SE 1(violence)";;"encouraged";;;;"encouraged";2;2;0;1;2;2;0;1;0;0;0;1;0.91;0.42;0.11;1.31;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;2;0;0;;;;;;;;;;;;;;;;;;;;;"HC2 (9) [ CO- 1, OC+ 1, C+ 1, A+ 1, O+ 1, N+ 4 ]";;;;;;;;;;;;;;;;;;;;"HC2 (9) [ CO- 1, OC+ 1, A+ 1, N+ 4, CO+ 2 ]";;;;;;;;;;;;;;;;;;;;;;;
"The agony of grief which overpowered them at first, was voluntarily renewed, was sought for, was created again and again.";6;"MARIA:N+:X, MSDSH:N+:X";"MARIA:N+:OC+, MSDSH:N+:OC+";;20;4.9;1;0;1;0;0;3;1;0;0;0;0;2;0;0;0;0;0;1;0;3;0;0;0;0;0;0;0;4;0;3;0;0;1;0;0;0;;;;;;;;;"overpowered";;"first";;0;0;0;0;0;0;0;0;1;0;1;0;0.89;0.46;0.32;1.14;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;2;0;;;;;;;;;;;;;;;;;;;;;"HC1 (9) [ E+ 1, A+ 2, C- 2, O+ 1, N+ 3 ], HC2 (11) [ CO- 1, OC+ 2, C+ 1, A+ 1, O+ 1, N+ 5 ]";;;;;;;;;;;;;;;;;;;;"HC1 (13) [ E+ 1, A+ 4, C- 3, ST+ 3, N+ 2 ], HC2 (11) [ CO- 1, OC+ 2, A+ 1, N+ 5, CO+ 2 ]";;;;;;;;;;;;;;;;;;;;;;;
"They gave themselves up wholly to their sorrow, seeking increase of wretchedness in every reflection that could afford it, and resolved against ever admitting consolation in future.";6;"MARIA:N+:X, MSDSH:N+:X";"MARIA:N+:OC+, MSDSH:N+:OC+";;27;5.6;1;0;1;0;0;4;0;0;0;0;1;6;0;0;0;0;0;3;1;2;0;0;1;0;1;0;1;2;2;0;0;0;1;0;0;0;"BE 1(sorrow), SD 1(reflection)";"BE 1(sorrow)";"SD 1(reflection)";"BE 1(sorrow), SD 1(reflection)";;"BE 1(sorrow), SD 1(reflection)";;;;"resolved";"it";"seeking";2;1;1;2;0;2;0;0;0;1;1;1;0.86;0.52;0.23;1.21;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;2;0;;;;;;;;;;;;;;;;;;;;;"HC1 (10) [ E+ 1, A+ 2, C- 2, O+ 1, N+ 4 ], HC2 (13) [ CO- 1, OC+ 3, C+ 1, A+ 1, O+ 1, N+ 6 ]";;;;;;;;;;;;;;;;;;;;"HC1 (14) [ E+ 1, A+ 4, C- 3, ST+ 3, N+ 3 ], HC2 (13) [ CO- 1, OC+ 3, A+ 1, N+ 6, CO+ 2 ]";;;;;;;;;;;;;;;;;;;;;;;
