,NARRATOR,Other,Unknown,n,k,be,Response,Anger,Anticipation,Arousal,Disgust,Dominance,Fear,Joy,Sadness,Surprise,Trust,Valence,Stimulus,READER,driver,fellow,his own,justice,wallace,watson
1185,,,,27667,30,0.2345607629181729,Category,,,Feature,,,,,,,,,,,,,,Subject,,
1186,,,,27657,40,0.16944007948517525,Category,,,Feature,,,,,,,,,,,,,,Subject,,
1187,,,,27647,50,0.1448817126966042,Category,,,Feature,,,,,,,,,,,,,,Subject,,
1188,,,,27637,60,0.14538021713806185,Category,,,Feature,,,,,,,,,,,,,,Subject,,
1189,,,,27627,70,0.14718204275892613,Category,,,Feature,,,,,,,,,,,,,,Subject,,
1190,,,,27696,1,0.002050834902439102,Category,,,,Feature,,,,,,,,,,,,,Subject,,
1191,,,,27692,5,0.009554015182328162,Category,,,,Feature,,,,,,,,,,,,,Subject,,
1192,,,,27687,10,0.01798785078128238,Category,,,,Feature,,,,,,,,,,,,,Subject,,
1193,,,,27682,15,0.026406317123886767,Category,,,,Feature,,,,,,,,,,,,,Subject,,
1194,,,,27677,20,0.034827117703624254,Category,,,,Feature,,,,,,,,,,,,,Subject,,
1195,,,,27667,30,0.051675724483178635,Category,,,,Feature,,,,,,,,,,,,,Subject,,
1196,,,,27657,40,0.06416074945294213,Category,,,,Feature,,,,,,,,,,,,,Subject,,
1197,,,,27647,50,0.0742551504626542,Category,,,,Feature,,,,,,,,,,,,,Subject,,
1198,,,,27637,60,0.08353457605018248,Category,,,,Feature,,,,,,,,,,,,,Subject,,
1199,,,,27627,70,0.08710564306382942,Category,,,,Feature,,,,,,,,,,,,,Subject,,
1200,,,,27696,1,0.03183790115930916,Category,,,,,Feature,,,,,,,,,,,,Subject,,
1201,,,,27692,5,0.12544314205211315,Category,,,,,Feature,,,,,,,,,,,,Subject,,
1202,,,,27687,10,0.1958262980661335,Category,,,,,Feature,,,,,,,,,,,,Subject,,
1203,,,,27682,15,0.23251918431155935,Category,,,,,Feature,,,,,,,,,,,,Subject,,
1204,,,,27677,20,0.24936270946032196,Category,,,,,Feature,,,,,,,,,,,,Subject,,
1205,,,,27667,30,0.27460101803026127,Category,,,,,Feature,,,,,,,,,,,,Subject,,
1206,,,,27657,40,0.18428823292100985,Category,,,,,Feature,,,,,,,,,,,,Subject,,
1207,,,,27647,50,0.173871709521681,Category,,,,,Feature,,,,,,,,,,,,Subject,,
1208,,,,27637,60,0.176621677759129,Category,,,,,Feature,,,,,,,,,,,,Subject,,
1209,,,,27627,70,0.17871857484503992,Category,,,,,Feature,,,,,,,,,,,,Subject,,
1210,,,,27696,1,0.4225005828581778,Category,,,,,,Feature,,,,,,,,,,,Subject,,
1211,,,,27692,5,2.1096075269930066,Category,,,,,,Feature,,,,,,,,,,,Subject,,
1212,,,,27687,10,4.2042199140559235,Category,,,,,,Feature,,,,,,,,,,,Subject,,
1213,,,,27682,15,6.227490506046048,Category,,,,,,Feature,,,,,,,,,,,Subject,,
1214,,,,27677,20,8.077480929341906,Category,,,,,,Feature,,,,,,,,,,,Subject,,
1215,,,,27667,30,11.033732235555624,Category,,,,,,Feature,,,,,,,,,,,Subject,,
1216,,,,27657,40,5.982953441761818,Category,,,,,,Feature,,,,,,,,,,,Subject,,
1217,,,,27647,50,2.9077876853253617,Category,,,,,,Feature,,,,,,,,,,,Subject,,
1218,,,,27637,60,1.3829744102887387,Category,,,,,,Feature,,,,,,,,,,,Subject,,
1219,,,,27627,70,1.02302620200969,Category,,,,,,Feature,,,,,,,,,,,Subject,,
1220,,,,27696,1,0.006264193965829098,Category,,,,,,,Feature,,,,,,,,,,Subject,,
1221,,,,27692,5,0.02816146592222471,Category,,,,,,,Feature,,,,,,,,,,Subject,,
1222,,,,27687,10,0.05391615551388886,Category,,,,,,,Feature,,,,,,,,,,Subject,,
1223,,,,27682,15,0.07848888031441983,Category,,,,,,,Feature,,,,,,,,,,Subject,,
1224,,,,27677,20,0.10153715594639251,Category,,,,,,,Feature,,,,,,,,,,Subject,,
1225,,,,27667,30,0.144299855300357,Category,,,,,,,Feature,,,,,,,,,,Subject,,
1226,,,,27657,40,0.1558571267175548,Category,,,,,,,Feature,,,,,,,,,,Subject,,
1227,,,,27647,50,0.1565640010881276,Category,,,,,,,Feature,,,,,,,,,,Subject,,
1228,,,,27637,60,0.14700407074567862,Category,,,,,,,Feature,,,,,,,,,,Subject,,
1229,,,,27627,70,0.14298839245137512,Category,,,,,,,Feature,,,,,,,,,,Subject,,
1230,,,,27696,1,0.004649731539622489,Category,,,,,,,,Feature,,,,,,,,,Subject,,
1231,,,,27692,5,0.021169765054085667,Category,,,,,,,,Feature,,,,,,,,,Subject,,
1232,,,,27687,10,0.03802791699215122,Category,,,,,,,,Feature,,,,,,,,,Subject,,
1233,,,,27682,15,0.05442295916349776,Category,,,,,,,,Feature,,,,,,,,,Subject,,
1234,,,,27677,20,0.06815334946352171,Category,,,,,,,,Feature,,,,,,,,,Subject,,
1235,,,,27667,30,0.09259764272012247,Category,,,,,,,,Feature,,,,,,,,,Subject,,
1236,,,,27657,40,0.10268403845998232,Category,,,,,,,,Feature,,,,,,,,,Subject,,
1237,,,,27647,50,0.11088749953406787,Category,,,,,,,,Feature,,,,,,,,,Subject,,
1238,,,,27637,60,0.12005332413956879,Category,,,,,,,,Feature,,,,,,,,,Subject,,
1239,,,,27627,70,0.1221083344964297,Category,,,,,,,,Feature,,,,,,,,,Subject,,
1240,,,,27696,1,0.007434541051173288,Category,,,,,,,,,Feature,,,,,,,,Subject,,
1241,,,,27692,5,0.03518400661002764,Category,,,,,,,,,Feature,,,,,,,,Subject,,
1242,,,,27687,10,0.061984948794859336,Category,,,,,,,,,Feature,,,,,,,,Subject,,
1243,,,,27682,15,0.0859531619790527,Category,,,,,,,,,Feature,,,,,,,,Subject,,
1244,,,,27677,20,0.10637189361458542,Category,,,,,,,,,Feature,,,,,,,,Subject,,
1245,,,,27667,30,0.1406991368774573,Category,,,,,,,,,Feature,,,,,,,,Subject,,
1246,,,,27657,40,0.14470310303248107,Category,,,,,,,,,Feature,,,,,,,,Subject,,
1247,,,,27647,50,0.15191907498632728,Category,,,,,,,,,Feature,,,,,,,,Subject,,
1248,,,,27637,60,0.1540725404526275,Category,,,,,,,,,Feature,,,,,,,,Subject,,
1249,,,,27627,70,0.15174598029895395,Category,,,,,,,,,Feature,,,,,,,,Subject,,
1250,,,,27696,1,0.802756840431572,Category,,,,,,,,,,Feature,,,,,,,Subject,,
1251,,,,27692,5,4.003762826337072,Category,,,,,,,,,,Feature,,,,,,,Subject,,
1252,,,,27687,10,7.974960244604748,Category,,,,,,,,,,Feature,,,,,,,Subject,,
1253,,,,27682,15,11.493724249168498,Category,,,,,,,,,,Feature,,,,,,,Subject,,
1254,,,,27677,20,13.59769081161697,Category,,,,,,,,,,Feature,,,,,,,Subject,,
1255,,,,27667,30,14.663494327336497,Category,,,,,,,,,,Feature,,,,,,,Subject,,
1256,,,,27657,40,1.8177107468098812,Category,,,,,,,,,,Feature,,,,,,,Subject,,
1257,,,,27647,50,0.2670971924581764,Category,,,,,,,,,,Feature,,,,,,,Subject,,
1258,,,,27637,60,0.05273796408188105,Category,,,,,,,,,,Feature,,,,,,,Subject,,
1259,,,,27627,70,0.029896581179951,Category,,,,,,,,,,Feature,,,,,,,Subject,,
1260,,,,27696,1,0.3576883583546492,Category,,,,,,,,,,,Feature,,,,,,Subject,,
1261,,,,27692,5,1.7864471487465818,Category,,,,,,,,,,,Feature,,,,,,Subject,,
1262,,,,27687,10,3.5573021919979886,Category,,,,,,,,,,,Feature,,,,,,Subject,,
1263,,,,27682,15,5.279167303375611,Category,,,,,,,,,,,Feature,,,,,,Subject,,
1264,,,,27677,20,6.882102216291736,Category,,,,,,,,,,,Feature,,,,,,Subject,,
1265,,,,27667,30,9.568930144023549,Category,,,,,,,,,,,Feature,,,,,,Subject,,
1266,,,,27657,40,6.140466318144337,Category,,,,,,,,,,,Feature,,,,,,Subject,,
1267,,,,27647,50,3.605015264595651,Category,,,,,,,,,,,Feature,,,,,,Subject,,
1268,,,,27637,60,2.0562697910006915,Category,,,,,,,,,,,Feature,,,,,,Subject,,
1269,,,,27627,70,1.6568235523721897,Category,,,,,,,,,,,Feature,,,,,,Subject,,
1270,,,,27696,1,0.9766261857467647,,Feature,,,,,,,,,,,Category,,,,,Subject,,
1271,,,,27692,5,4.8517376553855875,,Feature,,,,,,,,,,,Category,,,,,Subject,,
1272,,,,27687,10,9.650605931877083,,Feature,,,,,,,,,,,Category,,,,,Subject,,
1273,,,,27682,15,13.606882853160364,,Feature,,,,,,,,,,,Category,,,,,Subject,,
1274,,,,27677,20,14.618531123991337,,Feature,,,,,,,,,,,Category,,,,,Subject,,
1275,,,,27667,30,14.752281901535849,,Feature,,,,,,,,,,,Category,,,,,Subject,,
1276,,,,27657,40,0.5339276574418245,,Feature,,,,,,,,,,,Category,,,,,Subject,,
1277,,,,27647,50,0.04100622742593985,,Feature,,,,,,,,,,,Category,,,,,Subject,,
1278,,,,27637,60,0.0023442347623448653,,Feature,,,,,,,,,,,Category,,,,,Subject,,
1279,,,,27627,70,0.0,,Feature,,,,,,,,,,,Category,,,,,Subject,,
1280,,,,27696,1,0.37092686013970744,,,Feature,,,,,,,,,,Category,,,,,Subject,,
1281,,,,27692,5,1.853875924983582,,,Feature,,,,,,,,,,Category,,,,,Subject,,
1282,,,,27687,10,3.6975587700573063,,,Feature,,,,,,,,,,Category,,,,,Subject,,
1283,,,,27682,15,5.489900348473244,,,Feature,,,,,,,,,,Category,,,,,Subject,,
1284,,,,27677,20,7.181614356845974,,,Feature,,,,,,,,,,Category,,,,,Subject,,
1285,,,,27667,30,10.054327112659315,,,Feature,,,,,,,,,,Category,,,,,Subject,,
1286,,,,27657,40,6.176577839438919,,,Feature,,,,,,,,,,Category,,,,,Subject,,
1287,,,,27647,50,3.2248314256879076,,,Feature,,,,,,,,,,Category,,,,,Subject,,
1288,,,,27637,60,1.621422016012834,,,Feature,,,,,,,,,,Category,,,,,Subject,,
1289,,,,27627,70,1.2320575012997983,,,Feature,,,,,,,,,,Category,,,,,Subject,,
1290,,,,27696,1,0.008199075272091657,,,,Feature,,,,,,,,,Category,,,,,Subject,,
1291,,,,27692,5,0.04027859758493446,,,,Feature,,,,,,,,,Category,,,,,Subject,,
1292,,,,27687,10,0.07674323724853191,,,,Feature,,,,,,,,,Category,,,,,Subject,,
1293,,,,27682,15,0.11091225735243875,,,,Feature,,,,,,,,,Category,,,,,Subject,,
1294,,,,27677,20,0.14478061374120868,,,,Feature,,,,,,,,,Category,,,,,Subject,,
1295,,,,27667,30,0.20202703577584435,,,,Feature,,,,,,,,,Category,,,,,Subject,,
1296,,,,27657,40,0.20481053010098288,,,,Feature,,,,,,,,,Category,,,,,Subject,,
1297,,,,27647,50,0.18442416107064655,,,,Feature,,,,,,,,,Category,,,,,Subject,,
1298,,,,27637,60,0.16617145698016203,,,,Feature,,,,,,,,,Category,,,,,Subject,,
1299,,,,27627,70,0.16235123989796382,,,,Feature,,,,,,,,,Category,,,,,Subject,,
1300,,,,27696,1,0.2782427844544946,,,,,Feature,,,,,,,,Category,,,,,Subject,,
1301,,,,27692,5,1.3873383903114278,,,,,Feature,,,,,,,,Category,,,,,Subject,,
1302,,,,27687,10,2.758276599699588,,,,,Feature,,,,,,,,Category,,,,,Subject,,
1303,,,,27682,15,4.098766620394041,,,,,Feature,,,,,,,,Category,,,,,Subject,,
1304,,,,27677,20,5.379915837766839,,,,,Feature,,,,,,,,Category,,,,,Subject,,
1305,,,,27667,30,7.671203862027173,,,,,Feature,,,,,,,,Category,,,,,Subject,,
1306,,,,27657,40,5.894079992119423,,,,,Feature,,,,,,,,Category,,,,,Subject,,
1307,,,,27647,50,4.128395336386526,,,,,Feature,,,,,,,,Category,,,,,Subject,,
1308,,,,27637,60,2.887650469288635,,,,,Feature,,,,,,,,Category,,,,,Subject,,
1309,,,,27627,70,2.5168666391564907,,,,,Feature,,,,,,,,Category,,,,,Subject,,
1310,,,,27696,1,0.4255732947888934,,,,,,Feature,,,,,,,Category,,,,,Subject,,
1311,,,,27692,5,2.124311444634548,,,,,,Feature,,,,,,,Category,,,,,Subject,,
1312,,,,27687,10,4.233709893083199,,,,,,Feature,,,,,,,Category,,,,,Subject,,
1313,,,,27682,15,6.268279910979684,,,,,,Feature,,,,,,,Category,,,,,Subject,,
1314,,,,27677,20,8.1240721245085,,,,,,Feature,,,,,,,Category,,,,,Subject,,
1315,,,,27667,30,11.07512086653499,,,,,,Feature,,,,,,,Category,,,,,Subject,,
1316,,,,27657,40,5.977733587941376,,,,,,Feature,,,,,,,Category,,,,,Subject,,
1317,,,,27647,50,2.8778440713943536,,,,,,Feature,,,,,,,Category,,,,,Subject,,
1318,,,,27637,60,1.3453508210449812,,,,,,Feature,,,,,,,Category,,,,,Subject,,
1319,,,,27627,70,0.9911020569796384,,,,,,Feature,,,,,,,Category,,,,,Subject,,
1320,,,,27696,1,0.35727865893737026,,,,,,,Feature,,,,,,Category,,,,,Subject,,
1321,,,,27692,5,1.7843816755854724,,,,,,,Feature,,,,,,Category,,,,,Subject,,
1322,,,,27687,10,3.5532038753105533,,,,,,,Feature,,,,,,Category,,,,,Subject,,
1323,,,,27682,15,5.273107762770783,,,,,,,Feature,,,,,,Category,,,,,Subject,,
1324,,,,27677,20,6.873929984511815,,,,,,,Feature,,,,,,Category,,,,,Subject,,
1325,,,,27667,30,9.55329079111528,,,,,,,Feature,,,,,,Category,,,,,Subject,,
1326,,,,27657,40,6.1284551968012355,,,,,,,Feature,,,,,,Category,,,,,Subject,,
1327,,,,27647,50,3.5966241846503886,,,,,,,Feature,,,,,,Category,,,,,Subject,,
1328,,,,27637,60,2.052576035346748,,,,,,,Feature,,,,,,Category,,,,,Subject,,
1329,,,,27627,70,1.6564240530765035,,,,,,,Feature,,,,,,Category,,,,,Subject,,
1330,,,,27696,1,0.0042341612706007425,,,,,,,,Feature,,,,,Category,,,,,Subject,,
1331,,,,27692,5,0.019850351952705236,,,,,,,,Feature,,,,,Category,,,,,Subject,,
1332,,,,27687,10,0.03400864680870261,,,,,,,,Feature,,,,,Category,,,,,Subject,,
1333,,,,27682,15,0.04713308011727526,,,,,,,,Feature,,,,,Category,,,,,Subject,,
1334,,,,27677,20,0.058925971057595256,,,,,,,,Feature,,,,,Category,,,,,Subject,,
1335,,,,27667,30,0.07858567153593181,,,,,,,,Feature,,,,,Category,,,,,Subject,,
1336,,,,27657,40,0.08464368256575572,,,,,,,,Feature,,,,,Category,,,,,Subject,,
1337,,,,27647,50,0.09057418117178527,,,,,,,,Feature,,,,,Category,,,,,Subject,,
1338,,,,27637,60,0.09334026188646442,,,,,,,,Feature,,,,,Category,,,,,Subject,,
1339,,,,27627,70,0.09453728995860289,,,,,,,,Feature,,,,,Category,,,,,Subject,,
1340,,,,27696,1,0.03566150550692808,,,,,,,,,Feature,,,,Category,,,,,Subject,,
1341,,,,27692,5,0.13169237904444767,,,,,,,,,Feature,,,,Category,,,,,Subject,,
1342,,,,27687,10,0.20313143834874442,,,,,,,,,Feature,,,,Category,,,,,Subject,,
1343,,,,27682,15,0.23843194796381728,,,,,,,,,Feature,,,,Category,,,,,Subject,,
1344,,,,27677,20,0.2595336878552511,,,,,,,,,Feature,,,,Category,,,,,Subject,,
1345,,,,27667,30,0.28468548940423327,,,,,,,,,Feature,,,,Category,,,,,Subject,,
1346,,,,27657,40,0.18975619491457424,,,,,,,,,Feature,,,,Category,,,,,Subject,,
1347,,,,27647,50,0.17847877782635915,,,,,,,,,Feature,,,,Category,,,,,Subject,,
1348,,,,27637,60,0.18154075505161377,,,,,,,,,Feature,,,,Category,,,,,Subject,,
1349,,,,27627,70,0.184107502002569,,,,,,,,,Feature,,,,Category,,,,,Subject,,
1350,,,,27696,1,0.35618481492274673,,,,,,,,,,Feature,,,Category,,,,,Subject,,
1351,,,,27692,5,1.7788308826093362,,,,,,,,,,Feature,,,Category,,,,,Subject,,
1352,,,,27687,10,3.541918483213651,,,,,,,,,,Feature,,,Category,,,,,Subject,,
1353,,,,27682,15,5.25603585357775,,,,,,,,,,Feature,,,Category,,,,,Subject,,
1354,,,,27677,20,6.85195884960721,,,,,,,,,,Feature,,,Category,,,,,Subject,,
1355,,,,27667,30,9.526647983685061,,,,,,,,,,Feature,,,Category,,,,,Subject,,
1356,,,,27657,40,6.130868365801072,,,,,,,,,,Feature,,,Category,,,,,Subject,,
1357,,,,27647,50,3.625616600975096,,,,,,,,,,Feature,,,Category,,,,,Subject,,
1358,,,,27637,60,2.087701066191471,,,,,,,,,,Feature,,,Category,,,,,Subject,,
1359,,,,27627,70,1.6903749025229315,,,,,,,,,,Feature,,,Category,,,,,Subject,,
1360,,,,27696,1,0.4265534226343299,,,,,,,,,,,Feature,,Category,,,,,Subject,,
1361,,,,27692,5,2.129625407536602,,,,,,,,,,,Feature,,Category,,,,,Subject,,
1362,,,,27687,10,4.2446287981462465,,,,,,,,,,,Feature,,Category,,,,,Subject,,
1363,,,,27682,15,6.2833893091963695,,,,,,,,,,,Feature,,Category,,,,,Subject,,
1364,,,,27677,20,8.143394354552445,,,,,,,,,,,Feature,,Category,,,,,Subject,,
1365,,,,27667,30,11.100508746858097,,,,,,,,,,,Feature,,Category,,,,,Subject,,
1366,,,,27657,40,5.951602159138672,,,,,,,,,,,Feature,,Category,,,,,Subject,,
1367,,,,27647,50,2.870961118236933,,,,,,,,,,,Feature,,Category,,,,,Subject,,
1368,,,,27637,60,1.346689021403116,,,,,,,,,,,Feature,,Category,,,,,Subject,,
1369,,,,27627,70,0.995047779703974,,,,,,,,,,,Feature,,Category,,,,,Subject,,
1370,,,,27696,1,0.007818256802754239,,,,,,,,,,,,Feature,Category,,,,,Subject,,
1371,,,,27692,5,0.03694175408601113,,,,,,,,,,,,Feature,Category,,,,,Subject,,
1372,,,,27687,10,0.07069572250201211,,,,,,,,,,,,Feature,Category,,,,,Subject,,
1373,,,,27682,15,0.10280067374446461,,,,,,,,,,,,Feature,Category,,,,,Subject,,
1374,,,,27677,20,0.1326280211808338,,,,,,,,,,,,Feature,Category,,,,,Subject,,
1375,,,,27667,30,0.1837585124514215,,,,,,,,,,,,Feature,Category,,,,,Subject,,
1376,,,,27657,40,0.2061716219658721,,,,,,,,,,,,Feature,Category,,,,,Subject,,
1377,,,,27647,50,0.22270005657646094,,,,,,,,,,,,Feature,Category,,,,,Subject,,
1378,,,,27637,60,0.23241344574281614,,,,,,,,,,,,Feature,Category,,,,,Subject,,
1379,,,,27627,70,0.2349499678016122,,,,,,,,,,,,Feature,Category,,,,,Subject,,
1380,,Category,Feature,27696,1,0.11874974808921548,,,,,,,,,,,,,,,,,,,Subject,
1381,,Category,Feature,27692,5,0.5424279548011834,,,,,,,,,,,,,,,,,,,Subject,
1382,,Category,Feature,27687,10,1.0431596047704434,,,,,,,,,,,,,,,,,,,Subject,
1383,,Category,Feature,27682,15,1.5135762037016947,,,,,,,,,,,,,,,,,,,Subject,
1384,,Category,Feature,27677,20,1.9662862006241937,,,,,,,,,,,,,,,,,,,Subject,
1385,,Category,Feature,27667,30,2.829637268397317,,,,,,,,,,,,,,,,,,,Subject,
1386,,Category,Feature,27657,40,2.9348502195805626,,,,,,,,,,,,,,,,,,,Subject,
1387,,Category,Feature,27647,50,2.9218761764642953,,,,,,,,,,,,,,,,,,,Subject,
1388,,Category,Feature,27637,60,2.8559701880381847,,,,,,,,,,,,,,,,,,,Subject,
1389,,Category,Feature,27627,70,2.8180971797378547,,,,,,,,,,,,,,,,,,,Subject,
1390,,,,27696,1,0.01079481392894261,Category,Feature,,,,,,,,,,,,,,,,,Subject,
1391,,,,27692,5,0.05110781129883542,Category,Feature,,,,,,,,,,,,,,,,,Subject,
1392,,,,27687,10,0.09954582211776726,Category,Feature,,,,,,,,,,,,,,,,,Subject,
1393,,,,27682,15,0.1452238513602203,Category,Feature,,,,,,,,,,,,,,,,,Subject,
1394,,,,27677,20,0.18608194073444162,Category,Feature,,,,,,,,,,,,,,,,,Subject,
1395,,,,27667,30,0.26425838629802106,Category,Feature,,,,,,,,,,,,,,,,,Subject,
1396,,,,27657,40,0.2975499009549723,Category,Feature,,,,,,,,,,,,,,,,,Subject,
1397,,,,27647,50,0.3174158822843016,Category,Feature,,,,,,,,,,,,,,,,,Subject,
1398,,,,27637,60,0.3374499392518797,Category,Feature,,,,,,,,,,,,,,,,,Subject,
1399,,,,27627,70,0.34240587828565405,Category,Feature,,,,,,,,,,,,,,,,,Subject,
1400,,,,27696,1,0.014681459437484402,Category,,Feature,,,,,,,,,,,,,,,,Subject,
1401,,,,27692,5,0.06827530346145913,Category,,Feature,,,,,,,,,,,,,,,,Subject,
1402,,,,27687,10,0.13009812037041588,Category,,Feature,,,,,,,,,,,,,,,,Subject,
1403,,,,27682,15,0.18650994982327843,Category,,Feature,,,,,,,,,,,,,,,,Subject,
1404,,,,27677,20,0.23762852719978708,Category,,Feature,,,,,,,,,,,,,,,,Subject,
1405,,,,27667,30,0.3295488217382454,Category,,Feature,,,,,,,,,,,,,,,,Subject,
1406,,,,27657,40,0.35274811401019907,Category,,Feature,,,,,,,,,,,,,,,,Subject,
1407,,,,27647,50,0.34965528539902374,Category,,Feature,,,,,,,,,,,,,,,,Subject,
1408,,,,27637,60,0.3499513297278957,Category,,Feature,,,,,,,,,,,,,,,,Subject,
1409,,,,27627,70,0.34877945005709315,Category,,Feature,,,,,,,,,,,,,,,,Subject,
1410,,,,27696,1,0.9766261857467647,Category,,,Feature,,,,,,,,,,,,,,,Subject,
1411,,,,27692,5,4.8517376553855875,Category,,,Feature,,,,,,,,,,,,,,,Subject,
1412,,,,27687,10,9.650605931877083,Category,,,Feature,,,,,,,,,,,,,,,Subject,
1413,,,,27682,15,13.606882853160364,Category,,,Feature,,,,,,,,,,,,,,,Subject,
1414,,,,27677,20,14.618531123991337,Category,,,Feature,,,,,,,,,,,,,,,Subject,
1415,,,,27667,30,14.752281901535849,Category,,,Feature,,,,,,,,,,,,,,,Subject,
1416,,,,27657,40,0.5339276574418245,Category,,,Feature,,,,,,,,,,,,,,,Subject,
1417,,,,27647,50,0.04100622742593985,Category,,,Feature,,,,,,,,,,,,,,,Subject,
1418,,,,27637,60,0.0023442347623448653,Category,,,Feature,,,,,,,,,,,,,,,Subject,
1419,,,,27627,70,0.0,Category,,,Feature,,,,,,,,,,,,,,,Subject,
1420,,,,27696,1,0.008577148993487577,Category,,,,Feature,,,,,,,,,,,,,,Subject,
1421,,,,27692,5,0.04015537348536079,Category,,,,Feature,,,,,,,,,,,,,,Subject,
1422,,,,27687,10,0.07506553868063716,Category,,,,Feature,,,,,,,,,,,,,,Subject,
1423,,,,27682,15,0.10711912413052169,Category,,,,Feature,,,,,,,,,,,,,,Subject,
1424,,,,27677,20,0.13422053247958246,Category,,,,Feature,,,,,,,,,,,,,,Subject,
1425,,,,27667,30,0.16960320059313036,Category,,,,Feature,,,,,,,,,,,,,,Subject,
1426,,,,27657,40,0.1574357848029479,Category,,,,Feature,,,,,,,,,,,,,,Subject,
1427,,,,27647,50,0.13443116758045384,Category,,,,Feature,,,,,,,,,,,,,,Subject,
1428,,,,27637,60,0.12909450514876125,Category,,,,Feature,,,,,,,,,,,,,,Subject,
1429,,,,27627,70,0.1295928679575631,Category,,,,Feature,,,,,,,,,,,,,,Subject,
1430,,,,27696,1,0.006264193965829098,Category,,,,,Feature,,,,,,,,,,,,,Subject,
1431,,,,27692,5,0.02816146592222471,Category,,,,,Feature,,,,,,,,,,,,,Subject,
1432,,,,27687,10,0.05391615551388886,Category,,,,,Feature,,,,,,,,,,,,,Subject,
1433,,,,27682,15,0.07848888031441983,Category,,,,,Feature,,,,,,,,,,,,,Subject,
1434,,,,27677,20,0.10153715594639251,Category,,,,,Feature,,,,,,,,,,,,,Subject,
1435,,,,27667,30,0.144299855300357,Category,,,,,Feature,,,,,,,,,,,,,Subject,
1436,,,,27657,40,0.1558571267175548,Category,,,,,Feature,,,,,,,,,,,,,Subject,
1437,,,,27647,50,0.1565640010881276,Category,,,,,Feature,,,,,,,,,,,,,Subject,
1438,,,,27637,60,0.14700407074567862,Category,,,,,Feature,,,,,,,,,,,,,Subject,
1439,,,,27627,70,0.14298839245137512,Category,,,,,Feature,,,,,,,,,,,,,Subject,
1440,,,,27696,1,0.017730535823910123,Category,,,,,,Feature,,,,,,,,,,,,Subject,
1441,,,,27692,5,0.08158136986387268,Category,,,,,,Feature,,,,,,,,,,,,Subject,
1442,,,,27687,10,0.15465560062121483,Category,,,,,,Feature,,,,,,,,,,,,Subject,
1443,,,,27682,15,0.22294626606008558,Category,,,,,,Feature,,,,,,,,,,,,Subject,
1444,,,,27677,20,0.2819749338334832,Category,,,,,,Feature,,,,,,,,,,,,Subject,
1445,,,,27667,30,0.38779910808242063,Category,,,,,,Feature,,,,,,,,,,,,Subject,
1446,,,,27657,40,0.4015841753372011,Category,,,,,,Feature,,,,,,,,,,,,Subject,
1447,,,,27647,50,0.3941671911320767,Category,,,,,,Feature,,,,,,,,,,,,Subject,
1448,,,,27637,60,0.3892639872131516,Category,,,,,,Feature,,,,,,,,,,,,Subject,
1449,,,,27627,70,0.3875278101497792,Category,,,,,,Feature,,,,,,,,,,,,Subject,
1450,,,,27696,1,0.03183790115930916,Category,,,,,,,Feature,,,,,,,,,,,Subject,
1451,,,,27692,5,0.12544314205211315,Category,,,,,,,Feature,,,,,,,,,,,Subject,
1452,,,,27687,10,0.1958262980661335,Category,,,,,,,Feature,,,,,,,,,,,Subject,
1453,,,,27682,15,0.23251918431155935,Category,,,,,,,Feature,,,,,,,,,,,Subject,
1454,,,,27677,20,0.24936270946032196,Category,,,,,,,Feature,,,,,,,,,,,Subject,
1455,,,,27667,30,0.27460101803026127,Category,,,,,,,Feature,,,,,,,,,,,Subject,
1456,,,,27657,40,0.18428823292100985,Category,,,,,,,Feature,,,,,,,,,,,Subject,
1457,,,,27647,50,0.173871709521681,Category,,,,,,,Feature,,,,,,,,,,,Subject,
1458,,,,27637,60,0.176621677759129,Category,,,,,,,Feature,,,,,,,,,,,Subject,
1459,,,,27627,70,0.17871857484503992,Category,,,,,,,Feature,,,,,,,,,,,Subject,
1460,,,,27696,1,0.004649731539622489,Category,,,,,,,,Feature,,,,,,,,,,Subject,
1461,,,,27692,5,0.021169765054085667,Category,,,,,,,,Feature,,,,,,,,,,Subject,
1462,,,,27687,10,0.03802791699215122,Category,,,,,,,,Feature,,,,,,,,,,Subject,
1463,,,,27682,15,0.05442295916349776,Category,,,,,,,,Feature,,,,,,,,,,Subject,
1464,,,,27677,20,0.06815334946352171,Category,,,,,,,,Feature,,,,,,,,,,Subject,
1465,,,,27667,30,0.09259764272012247,Category,,,,,,,,Feature,,,,,,,,,,Subject,
1466,,,,27657,40,0.10268403845998232,Category,,,,,,,,Feature,,,,,,,,,,Subject,
1467,,,,27647,50,0.11088749953406787,Category,,,,,,,,Feature,,,,,,,,,,Subject,
1468,,,,27637,60,0.12005332413956879,Category,,,,,,,,Feature,,,,,,,,,,Subject,
1469,,,,27627,70,0.1221083344964297,Category,,,,,,,,Feature,,,,,,,,,,Subject,
1470,,,,27696,1,0.008577148993487577,Category,,,,,,,,,Feature,,,,,,,,,Subject,
1471,,,,27692,5,0.04288365066661361,Category,,,,,,,,,Feature,,,,,,,,,Subject,
1472,,,,27687,10,0.08507817438884523,Category,,,,,,,,,Feature,,,,,,,,,Subject,
1473,,,,27682,15,0.12526689315165027,Category,,,,,,,,,Feature,,,,,,,,,Subject,
1474,,,,27677,20,0.1635300925996141,Category,,,,,,,,,Feature,,,,,,,,,Subject,
1475,,,,27667,30,0.2363894468931867,Category,,,,,,,,,Feature,,,,,,,,,Subject,
